Material;NOBB nummer;Material                          ;Priser 01.04.2017;Enhet;;;
106230;27809854;RØRLENGDE 1000MM Ø200 PPL;890;ST;;;
100705;48844475;RØRLENGDE 1000MM Ø250 BLANK ICS25;2326;ST;;;
106232;;RØRLENGDE 1000MM Ø250 PPL;1281;ST;;;
105089;;RØRLENGDE 1000MM Ø500 BLANK ICS50;6013;ST;;;
121944;;RØRLENGDE 1000MM Ø500 BLANK ICS50;6013;ST;;;
136937;27810852;RØRLENGDE 110X160 OVAL;919;ST;;;
117602;44676777;RØRLENGDE 130/1000/0,6/444/SORT/PMS25;1211;ST;;;
117631;44678544;RØRLENGDE 130/1000/0,6/444/SORT/PMS50;1570;ST;;;
112610;44678317;RØRLENGDE 130/250/0,6/444/SORT/PMS25;505;ST;;;
112622;;RØRLENGDE 130/250/0,6/444/SORT/PMS50;576;ST;;;
115398;44678264;RØRLENGDE 130/500/0,6/444/SORT/PMS25;743;ST;;;
115384;44677935;RØRLENGDE 130/500/0,6/444/SORT/PMS50;937;ST;;;
104784;;RØRLENGDE 150/1000/0,5/316S/BLANK/ICS50;1967;ST;;;
124053;;RØRLENGDE 150/250/0,6/444/BØRSTET/PMS50;802;ST;;;
104779;;RØRLENGDE 150/500/0,5/316S/BLANK/ICS50;1824;ST;;;
124050;;RØRLENGDE 150/500/0,6/444/BØRSTET/PMS50;1242;ST;;;
120601;;RØRLENGDE 150/500/1,0/316/SVART/PS10;392;ST;;;
117402;;RØRLENGDE 195-250MM Ø350 BLANK ICS25;1760;ST;;;
118196;;RØRLENGDE 195-250MM Ø500 BLANK ICS25;3659;ST;;;
100703;;RØRLENGDE 200/1000/0,5 BLANK ICS25;2055;ST;;;
104786;;RØRLENGDE 200/1000/0,5/316S/BLANK/ICS50;2726;ST;;;
100675;;RØRLENGDE 200/250/0,5 BLANK ICS25;768;ST;;;
100689;;RØRLENGDE 200/500/0,5 BLANK ICS25;1527;ST;;;
104781;;RØRLENGDE 200/500/0,5/316S/BLANK/ICS50;1700;ST;;;
100664;;RØRLENGDE 200MM Ø350 BLANK ICS25;1145;ST;;;
114342;45644272;RØRLENGDE 250MM BLANK Ø150 PMV25;825;ST;;;
115722;45644665;RØRLENGDE 250MM BLANK Ø150 PMV50;962;ST;;;
104777;48844532;RØRLENGDE 250MM BLANK Ø250 ICS50;1425;ST;;;
124054;48844460;RØRLENGDE 250MM BØRSTET Ø200 PMS50;1232;ST;;;
112893;44677723;RØRLENGDE 250MM GRÅ Ø150 PMS25;548;ST;;;
117593;44678060;RØRLENGDE 250MM GRÅ Ø150 PMS50;641;ST;;;
114362;45644298;RØRLENGDE 250MM GRÅ Ø150 PMV25;660;ST;;;
115725;45644684;RØRLENGDE 250MM GRÅ Ø150 PMV50;770;ST;;;
114260;44678366;RØRLENGDE 250MM GRÅ Ø200 PMS25;758;ST;;;
117633;44678094;RØRLENGDE 250MM GRÅ Ø200 PMS50;880;ST;;;
114922;;RØRLENGDE 250MM GRÅ Ø250 PM25;1034;ST;;;
116466;48844543;RØRLENGDE 250MM GRÅ Ø250 PM50;1055;ST;;;
112899;44678340;RØRLENGDE 250MM HVIT Ø150 PMS25;548;ST;;;
112601;44678075;RØRLENGDE 250MM HVIT Ø150 PMS50;641;ST;;;
114367;45644302;RØRLENGDE 250MM HVIT Ø150 PMV25;660;ST;;;
115728;45644692;RØRLENGDE 250MM HVIT Ø150 PMV50;770;ST;;;
114257;44678374;RØRLENGDE 250MM HVIT Ø200 PMS25;758;ST;;;
112617;44678105;RØRLENGDE 250MM HVIT Ø200 PMS50;880;ST;;;
114923;48844558;RØRLENGDE 250MM HVIT Ø250 PM25;909;ST;;;
116465;48844562;RØRLENGDE 250MM HVIT Ø250 PM50;1055;ST;;;
100680;;RØRLENGDE 250MM ICS25 Ø450 BLANK;1650;ST;;;
112889;44677712;RØRLENGDE 250MM SORT Ø150 PMS25;548;ST;;;
117597;44678056;RØRLENGDE 250MM SORT Ø150 PMS50;641;ST;;;
114366;45644283;RØRLENGDE 250MM SORT Ø150 PMV25;660;ST;;;
115721;45644673;RØRLENGDE 250MM SORT Ø150 PMV50;770;ST;;;
114258;44678355;RØRLENGDE 250MM SORT Ø200 PMS25;758;ST;;;
117594;44678086;RØRLENGDE 250MM SORT Ø200 PMS50;880;ST;;;
114920;47521952;RØRLENGDE 250MM SORT Ø250 PM25;909;ST;;;
116464;47522084;RØRLENGDE 250MM SORT Ø250 PM50;1055;ST;;;
121184;;RØRLENGDE 250MM SORT Ø300 PM50;1012;ST;;;
146434;51016976;RØRLENGDE 250MM SORT Ø80 PMS25;443;ST;;;
106194;27809938;RØRLENGDE 250MM Ø100 PPL;228;ST;;;
106197;27809953;RØRLENGDE 250MM Ø130 PPL;318;ST;;;
106199;27809961;RØRLENGDE 250MM Ø150 PPL;345;ST;;;
106201;27809987;RØRLENGDE 250MM Ø180 PPL;384;ST;;;
106202;27809995;RØRLENGDE 250MM Ø200 PPL;502;ST;;;
100676;48844524;RØRLENGDE 250MM Ø250 BLANK ICS25;1044;ST;;;
106204;;RØRLENGDE 250MM Ø250 PPL;605;ST;;;
106205;48844615;RØRLENGDE 250MM Ø300 PPL;634;ST;;;
115438;;RØRLENGDE 25CM SORT Ø300 PM25;998;ST;;;
100721;;RØRLENGDE 270-375MM Ø350 BLANK ICS25;2136;ST;;;
100706;;RØRLENGDE 300/1000/0,6 BLANK ICS25;2630;ST;;;
106233;;RØRLENGDE 300/1000/0,6/316/-/PPL06;1281;ST;;;
100677;;RØRLENGDE 300/250/0,5 BLANK ICS25;883;ST;;;
100691;;RØRLENGDE 300/500/0,5 BLANK ICS25;1616;ST;;;
100707;;RØRLENGDE 350/1000/0,6/316S/BLANK/ICS25;3092;ST;;;
121187;;RØRLENGDE 350/205/0,6/444/SORT/PM50;1220;ST;;;
100678;;RØRLENGDE 350/250/0,5/316S/BLANK/ICS25;1250;ST;;;
121181;;RØRLENGDE 350/455/0,6/444/SORT/PM50;2472;ST;;;
100692;;RØRLENGDE 350/500/0,5/316S/BLANK/ICS25;1804;ST;;;
121176;;RØRLENGDE 350/955/0,6/444/SORT/PM50;3636;ST;;;
113624;;RØRLENGDE 375-585MM Ø350 BLANK ICS25;2494;ST;;;
113941;;RØRLENGDE 375-585MM Ø500 BLANK ICS25;4392;ST;;;
117698;;RØRLENGDE 400/1000/0,6/316/6L/PPL06;1856;ST;;;
100708;;RØRLENGDE 400/1000/0,6/316S/BLANK/ICS25;3960;ST;;;
100710;;RØRLENGDE 500/1000/0,6 BLANK ICS25;4752;ST;;;
100681;;RØRLENGDE 500/250/0,6 BLANK ICS25;1750;ST;;;
100695;;RØRLENGDE 500/500/0,6 BLANK ICS25;2811;ST;;;
116947;46702774;RØRLENGDE 500MM BLANK Ø120 PMS50;675;ST;;;
116713;45644234;RØRLENGDE 500MM BLANK Ø150 PMV25;1188;ST;;;
117806;45644620;RØRLENGDE 500MM BLANK Ø150 PMV50;1440;ST;;;
100690;48844577;RØRLENGDE 500MM BLANK Ø250 ICS25;1065;ST;;;
104782;48844581;RØRLENGDE 500MM BLANK Ø250 ICS50;2137;ST;;;
124051;;RØRLENGDE 500MM BØRSTET Ø200 PMS50;1702;ST;;;
115927;44677685;RØRLENGDE 500MM GRÅ Ø150 PMS25;805;ST;;;
115919;44677973;RØRLENGDE 500MM GRÅ Ø150 PMS50;993;ST;;;
116709;45644253;RØRLENGDE 500MM GRÅ Ø150 PMV25;952;ST;;;
117807;45644646;RØRLENGDE 500MM GRÅ Ø150 PMV50;1154;ST;;;
116725;44678298;RØRLENGDE 500MM GRÅ Ø200 PMS25;1094;ST;;;
116716;44678003;RØRLENGDE 500MM GRÅ Ø200 PMS50;1361;ST;;;
117328;;RØRLENGDE 500MM GRÅ Ø250 PM25;1451;ST;;;
118341;;RØRLENGDE 500MM GRÅ Ø250 PM25;1614;ST;;;
115935;44677693;RØRLENGDE 500MM HVIT Ø150 PMS25;805;ST;;;
115912;44677984;RØRLENGDE 500MM HVIT Ø150 PMS50;993;ST;;;
116708;45644264;RØRLENGDE 500MM HVIT Ø150 PMV25;952;ST;;;
117810;45644654;RØRLENGDE 500MM HVIT Ø150 PMV50;1154;ST;;;
116732;44678302;RØRLENGDE 500MM HVIT Ø200 PMS25;1094;ST;;;
116721;44678018;RØRLENGDE 500MM HVIT Ø200 PMS50;1361;ST;;;
117327;48844596;RØRLENGDE 500MM HVIT Ø250 PM25;1314;ST;;;
118342;48844600;RØRLENGDE 500MM HVIT Ø250 PM50;1633;ST;;;
100694;;RØRLENGDE 500MM ICS25 Ø450 BLANK;2443;ST;;;
115924;44677674;RØRLENGDE 500MM SORT Ø150 PMS25;805;ST;;;
115930;44677965;RØRLENGDE 500MM SORT Ø150 PMS50;993;ST;;;
116710;45644245;RØRLENGDE 500MM SORT Ø150 PMV25;952;ST;;;
117808;45644635;RØRLENGDE 500MM SORT Ø150 PMV50;1154;ST;;;
116722;44677704;RØRLENGDE 500MM SORT Ø200 PMS25;1094;ST;;;
116729;44677992;RØRLENGDE 500MM SORT Ø200 PMS50;1361;ST;;;
117322;47521944;RØRLENGDE 500MM SORT Ø250 PM25;1314;ST;;;
118338;47522073;RØRLENGDE 500MM SORT Ø250 PM50;1633;ST;;;
119466;;RØRLENGDE 500MM SORT Ø300 PM50;2047;ST;;;
146433;51016961;RØRLENGDE 500MM SORT Ø80 PMS25;563;ST;;;
106208;27810001;RØRLENGDE 500MM Ø100 PPL;292;ST;;;
106211;27810027;RØRLENGDE 500MM Ø130 PPL;377;ST;;;
106213;27810035;RØRLENGDE 500MM Ø150 PPL;464;ST;;;
100688;;RØRLENGDE 500MM Ø180 BLANK ICS26;1051;ST;;;
106215;27810050;RØRLENGDE 500MM Ø180 PPL;525;ST;;;
106216;27810068;RØRLENGDE 500MM Ø200 PPL;588;ST;;;
106218;;RØRLENGDE 500MM Ø250 PPL;987;ST;;;
106219;48844626;RØRLENGDE 500MM Ø300 PPL;998;ST;;;
117697;;RØRLENGDE 50CM SORT Ø300 PM25;1529;ST;;;
113870;;RØRLENGDE JUS 35,5-58,5 ICS25 Ø450 BLANK;3861;ST;;;
117775;;RØRLENGDE JUST 195-250MM Ø400BLANK ICS25;2736;ST;;;
100722;;RØRLENGDE JUST 270-375MM Ø400BLANK ICS25;3035;ST;;;
113731;;RØRLENGDE JUST 375-585MM Ø400BLANK ICS25;3313;ST;;;
100718;;RØRLENGDE JUST270-375MM Ø200 BLANK ICS25;1474;ST;;;
100720;;RØRLENGDE JUST270-375MM Ø300 BLANK ICS25;2031;ST;;;
100724;;RØRLENGDE JUST270-375MM Ø500 BLANK ICS25;3998;ST;;;
106286;27809102;RØRLENGDE JUSTERBART 100-400MM Ø100 PPL;747;ST;;;
106289;42250626;RØRLENGDE JUSTERBART 100-400MM Ø130 PPL;817;ST;;;
106291;27809128;RØRLENGDE JUSTERBART 100-400MM Ø150 PPL;894;ST;;;
106293;27809136;RØRLENGDE JUSTERBART 100-400MM Ø180 PPL;1011;ST;;;
106294;27809144;RØRLENGDE JUSTERBART 100-400MM Ø200 PPL;1033;ST;;;
115707;47930222;RØRLENGDE JUSTERBART GRÅ Ø150 PM25;1041;ST;;;
115705;;RØRLENGDE JUSTERBART HVIT Ø150 PM25;1041;ST;;;
115706;44375183;RØRLENGDE JUSTERBART SORT Ø150 PM25;1041;ST;;;
106296;48844634;RØRLENGDE JUSTERBART Ø250 PPL;1065;ST;;;
106297;48844645;RØRLENGDE JUSTERBART Ø300 PPL;1113;ST;;;
124035;48844683;RØRLENGDE M/SPJELD BØRSTET Ø150 PMS50;1953;ST;;;
124036;48844721;RØRLENGDE M/SPJELD BØRSTET Ø200 PMS50;2277;ST;;;
124044;48844653;RØRLENGDE M/SPJELD GRÅ Ø150 PMS50;1395;ST;;;
124045;48844698;RØRLENGDE M/SPJELD GRÅ Ø200 PMS50;1627;ST;;;
124041;48844664;RØRLENGDE M/SPJELD HVIT Ø150 PMS50;1395;ST;;;
124042;48844702;RØRLENGDE M/SPJELD HVIT Ø200 PMS50;1627;ST;;;
124038;48844672;RØRLENGDE M/SPJELD SORT Ø150 PMS50;1395;ST;;;
124039;48844717;RØRLENGDE M/SPJELD SORT Ø200 PMS50;1603;ST;;;
141910;49591106;RØRLENGDE Ø200 1000MM BLANK PMV25;2364;ST;;;
141922;49591220;RØRLENGDE Ø200 1000MM BLANK PMV50;2711;ST;;;
141908;49591080;RØRLENGDE Ø200 1000MM GRÅ PMV25;2055;ST;;;
141920;49591201;RØRLENGDE Ø200 1000MM GRÅ PMV50;2357;ST;;;
141909;49591095;RØRLENGDE Ø200 1000MM HVIT PMV25;2055;ST;;;
141921;49591216;RØRLENGDE Ø200 1000MM HVIT PMV50;2357;ST;;;
141907;49591076;RØRLENGDE Ø200 1000MM SORT PMV25;2055;ST;;;
141919;49591197;RØRLENGDE Ø200 1000MM SORT PMV50;2357;ST;;;
141918;49591182;RØRLENGDE Ø200 250MM BLANK PMV25;986;ST;;;
141930;49591303;RØRLENGDE Ø200 250MM BLANK PMV50;1153;ST;;;
141916;49591163;RØRLENGDE Ø200 250MM GRÅ PMV25;858;ST;;;
141928;49591284;RØRLENGDE Ø200 250MM GRÅ PMV50;1001;ST;;;
141917;49591178;RØRLENGDE Ø200 250MM HVIT PMV25;858;ST;;;
141929;49591292;RØRLENGDE Ø200 250MM HVIT PMV50;1001;ST;;;
141915;49591152;RØRLENGDE Ø200 250MM SORT PMV25;858;ST;;;
141927;49591273;RØRLENGDE Ø200 250MM SORT PMV50;1001;ST;;;
141914;49591144;RØRLENGDE Ø200 500MM BLANK PMV25;1420;ST;;;
141926;49591265;RØRLENGDE Ø200 500MM BLANK PMV50;1723;ST;;;
141912;49591125;RØRLENGDE Ø200 500MM GRÅ PMV25;1236;ST;;;
141924;49591246;RØRLENGDE Ø200 500MM GRÅ PMV50;1498;ST;;;
141913;49591133;RØRLENGDE Ø200 500MM HVIT PMV25;1236;ST;;;
141925;49591254;RØRLENGDE Ø200 500MM HVIT PMV50;1498;ST;;;
141911;49591114;RØRLENGDE Ø200 500MM SORT PMV25;1236;ST;;;
141923;49591235;RØRLENGDE Ø200 500MM SORT PMV50;1498;ST;;;
100679;;RØRLENGE 250MM Ø400 BLANK ICS25;1450;ST;;;
100693;;RØRLENGE 500MM CM Ø400 BLANK ICS25;2331;ST;;;
131076;48844736;RØRSETT JUSTERBART BLANK Ø150 PMV25;1199;ST;;;
141906;49591061;RØRSETT JUSTERBART Ø200 BLANK PMV25;1557;ST;;;
141904;49591042;RØRSETT JUSTERBART Ø200 GRÅ PMV25;1355;ST;;;
141905;49591057;RØRSETT JUSTERBART Ø200 HVIT PMV25;1355;ST;;;
141903;49591038;RØRSETT JUSTERBART Ø200 SORT PMV25;1355;ST;;;
900007781;;RØYKFANGE ELEMENT 130MM;738;ST;;;
900007775;;RØYKFANGE ELEMENT MED SKRÅ BAKKANTER;388;ST;;;
137002;24169617;RØYKINNFØRING 125-160;597;ST;;;
137000;11077609;RØYKINNFØRING 125-200;648;ST;;;
136999;24169625;RØYKINNFØRING 150-160;672;ST;;;
136998;21726492;RØYKINNFØRING 150-200;679;ST;;;
135313;;RØYKINNFØRING 150MM DM36 ISOKERN;672;ST;;;
135309;;RØYKINNFØRING 160MM DM44 Isokern;672;ST;;;
136997;21726500;RØYKINNFØRING 175-200;693;ST;;;
136996;21726518;RØYKINNFØRING 200-200;828;ST;;;
102725;25675281;RØYKINNFØRING CHAMOTTE Ø12;296;ST;;;
102726;25417403;RØYKINNFØRING CHAMOTTE Ø14;296;ST;;;
102727;25417494;RØYKINNFØRING CHAMOTTE Ø16;296;ST;;;
102728;25675299;RØYKINNFØRING CHAMOTTE Ø18;296;ST;;;
102729;25417585;RØYKINNFØRING CHAMOTTE Ø20;296;ST;;;
100339;25417734;RØYKINNFØRING CHAMOTTE Ø25;425;ST;;;
100340;25675307;RØYKINNFØRING CHAMOTTE Ø30;477;ST;;;
100420;21771969;RØYKINNFØRING FERDIGMONT 66CM Ø16;539;ST;;;
100421;;RØYKINNFØRING FERDIGMONT 66CM Ø18;539;ST;;;
100422;21772058;RØYKINNFØRING FERDIGMONT 66CM Ø20;604;ST;;;
100346;25417684;RØYKINNFØRING FERDIGMONT 66CM Ø25;1015;ST;;;
100347;25675737;RØYKINNFØRING FERDIGMONT 66CM Ø30;1250;ST;;;
135194;50876696;RØYKINNFØRING STÅL Ø150 ISOKERN;664;ST;;;
135305;;RØYKINNFØRING Ø130 DM44;672;ST;;;
135040;;RØYKINNFØRING Ø16 160MM EM;608;ST;;;
144274;50876715;RØYKRØR 1000MM Ø150 SORT;514;ST;;;
144272;50876734;RØYKRØR 250MM Ø150 SORT;177;ST;;;
144270;50876726;RØYKRØR 500MM Ø150 SORT;301;ST;;;
144406;50876802;RØYKRØR M/SPJELD Ø150 SORT;1012;ST;;;
135226;24169666;RØYKRØRSOVERGANG 125-160;932;ST;;;
137613;24169633;RØYKRØRSOVERGANG 125-200;935;ST;;;
135227;24169641;RØYKRØRSOVERGANG 150-200;915;ST;;;
135230;24169658;RØYKRØRSOVERGANG 200-195;895;ST;;;
136958;50693894;RØYKSUGER RS12;10379;ST;;;
136956;;RØYKSUGER RS14;14145;ST;;;
136961;50693886;RØYKSUGER RS9;9240;ST;;;
136960;;RØYKSUGER RS9 8-KANTET BﾆREPLATE;8855;ST;;;
136957;50693913;RØYKSUGER RSV12 VERTIKALBLÅSENDE;12900;ST;;;
136952;;RØYKSUGER RSV16 VERTIKALBLÅSENDE;15179;ST;;;
136959;50693905;RØYKSUGER RSV9 VERTIKALBLÅSENDE;11330;ST;;;
146643;51066343;RØYKVENDERPLATE NEDRE CURVE IG06-231;600;ST;;;
146645;51066218;RØYKVENDERPLATE ØVRE CURVE IG06-211;290;ST;;;
114125;46700322;SAUNA KIT - 2 ESKER Ø120 PMS50;4614;ST;;;
135544;46473401;SCHﾄDLER PLUS;666;ST;;;
146772;51150498;SERVERINGSPLATE WOODFOOD;481;ST;;;
136963;;SERVICEBRYTER 3-POLET REPSW2X16;1904;ST;;;
146657;51066286;SIDEGLASS CURVE 300 IG06-031;1222;ST;;;
136968;;SIKKERHETSBRYTER IP 55 10A;1760;ST;;;
136976;46261672;SKIFER FORBLENDING LOFOTEN Ø16;205;ST;;;
136970;46468433;SKIFER FORBLENDING LOFOTEN Ø16+Ø16;441;ST;;;
136974;46261702;SKIFER FORBLENDING LOFOTEN Ø20;194;ST;;;
136972;44100696;SKIFER FORBLENDING LOFOTEN Ø25;194;ST;;;
136975;46469322;SKIFER FORBLENDING VALDRES Ø16;205;ST;;;
136969;46469553;SKIFER FORBLENDING VALDRES Ø16-Ø16;441;ST;;;
136973;46469424;SKIFER FORBLENDING VALDRES Ø20;194;ST;;;
136971;42705982;SKIFER FORBLENDING VALDRES Ø25;194;ST;;;
106918;27811744;SKJØTESTYKKE Ø100 PPL;341;ST;;;
106920;27811868;SKJØTESTYKKE Ø130 PPL;375;ST;;;
109317;42251046;SKJØTESTYKKE Ø150 PPL;432;ST;;;
106923;27812098;SKJØTESTYKKE Ø180 PPL;491;ST;;;
106924;27812130;SKJØTESTYKKE Ø200 PPL;549;ST;;;
106926;;SKJØTESTYKKE Ø250 PPL;605;ST;;;
106927;48844766;SKJØTESTYKKE Ø300;656;ST;;;
135328;27812544;SKORSTENSLIM 25KG;277;ST;;;
130771;27812528;SKORSTENSLIM 5KG;98;ST;;;
149831;;SKRUER 6X90 017016090 008 100;6;ST;Ingen endring;;
149830;51951964;SKRUESETT KOMPLETT INNSATS;105;ST;Ingen endring;;
136947;;SOKKELBESLAG 10-45GR PMS/PMV;1782;ST;;;
101332;;SOKKELRØR M/DRENERING Ø450 BLANK ICS25;6679;ST;;;
135234;;SOTFANGER Ø20 RONDO;228;ST;;;
135235;25417759;SOTFANGER Ø25;279;ST;;;
135236;25417833;SOTFANGER Ø30;279;ST;;;
120735;41433616;SOT-FEIELUKE 18X30;745;ST;;;
102732;25675257;SOT-FEIELUKERAMME 18X30 Ø12;296;ST;;;
102733;25417395;SOT-FEIELUKERAMME 18X30 Ø14;296;ST;;;
102734;25417486;SOT-FEIELUKERAMME 18X30 Ø16;296;ST;;;
102735;25675265;SOT-FEIELUKERAMME 18X30 Ø18;296;ST;;;
102736;25417577;SOT-FEIELUKERAMME 18X30 Ø20;296;ST;;;
900000867;41422486;SOT-FEIELUKERØR 18X30 33CM Ø16 SV;431;ST;;;
900000869;44304820;SOT-FEIELUKERØR 18X30 33CM Ø20 SV;459;ST;;;
118772;46526283;SOTLUKE 18X18;673;ST;;;
102607;25417957;SOTLUKE 18X30 RONDO;673;ST;;;
135281;;SOTLUKE DM M/EKSTRA ISOLERING;848;ST;;;
135191;50876681;SOTLUKE RUND ISOKERN;842;ST;;;
147889;27812536;SOTLUKEELEMENT 36X36X25CM Ø16 NEM;1591;ST;;;
135141;46455825;SOTLUKEELEMENT 40X40X18,5 Ø16;222;ST;;;
147890;27812700;SOTLUKEELEMENT 40X40X25CM Ø20 NEM;1627;ST;;;
900007697;48062454;SOTLUKEELEMENT 40X76X18,5 SV Ø16+Ø16;295;ST;;;
135148;46455878;SOTLUKEELEMENT 44X44X18,5 Ø20 SV;241;ST;;;
135195;50876662;SOTLUKEELEMENT 44X44X19,5 ISOKERN;643;ST;;;
130726;;SOTLUKEELEMENT M/LUKE DM 44;1668;ST;;;
102720;46438276;SOTLUKERAMME 18X18 Ø16;296;ST;;;
102721;;SOTLUKERAMME 18X18 Ø18;296;ST;;;
102722;46438295;SOTLUKERAMME 18X18 Ø20;296;ST;;;
102621;25417726;SOTLUKERAMME 18X30 Ø25;440;ST;;;
109665;46415214;SOTLUKERØR 18X18 33CM Ø16 SV;510;ST;;;
118817;46965940;SOTLUKERØR 18X18 33CM Ø20 SV;548;ST;;;
100428;21771951;SOTLUKERØR 18X30 66CM Ø16 RONDO;504;ST;;;
100343;25417676;SOTLUKERØR 18X30 66CM Ø25;695;ST;;;
100344;25417791;SOTLUKERØR 18X30 66CM Ø30;1095;ST;;;
116979;;SOTLUKERØR 455MM HVIT Ø150 PMS50;2637;ST;;;
116985;45937935;SOTLUKERØR 455MM SORT Ø150 PMS50;2637;ST;;;
117896;47550296;SOTLUKERØR 455MM SORT Ø250 PM25;2975;ST;;;
118738;47522103;SOTLUKERØR 455MM SORT Ø250 PM50;3905;ST;;;
100429;25675711;SOTLUKERØR 66CM 18X30 Ø18;444;ST;;;
100430;21772041;SOTLUKERØR 66CM 18X30 Ø20;526;ST;;;
100924;48844812;SOTLUKERØR BLANK Ø250 ICS25;4490;ST;;;
100927;;SOTLUKERØR BLANK Ø400 ICS25;4697;ST;;;
116974;48844774;SOTLUKERØR GRÅ Ø150 PMS50;2637;ST;;;
120771;48844857;SOTLUKERØR GRÅ Ø150 PMV25;2475;ST;;;
120772;47285700;SOTLUKERØR GRÅ Ø150 PMV50;2441;ST;;;
116978;48844785;SOTLUKERØR GRÅ Ø200 PMS50;2870;ST;;;
117897;48844823;SOTLUKERØR GRÅ Ø250 PM25;3905;ST;;;
118739;48844895;SOTLUKERØR GRÅ Ø250 PM50;3905;ST;;;
120769;48844861;SOTLUKERØR HVIT Ø150 PMV25;2475;ST;;;
120770;47285715;SOTLUKERØR HVIT Ø150 PMV50;2441;ST;;;
116973;48844793;SOTLUKERØR HVIT Ø200 PMS50;2870;ST;;;
117898;48844838;SOTLUKERØR HVIT Ø250 PM25;3905;ST;;;
118737;48844925;SOTLUKERØR HVIT Ø250 PM50;3905;ST;;;
136933;27810894;SOTLUKERØR M/LUKE K 110X160 OVAL;1226;ST;;;
136935;27810878;SOTLUKERØR M/LUKE L 110X160 OVAL;1226;ST;;;
110650;27810282;SOTLUKERØR M/RUND LUKE Ø100 PPL;695;ST;;;
110651;27810308;SOTLUKERØR M/RUND LUKE Ø130 PPL;740;ST;;;
111020;27810316;SOTLUKERØR M/RUND LUKE Ø150 PPL;801;ST;;;
111641;27810332;SOTLUKERØR M/RUND LUKE Ø180 PPL;901;ST;;;
111614;27810340;SOTLUKERØR M/RUND LUKE Ø200 PPL;962;ST;;;
111661;46435741;SOTLUKERØR M/SKYVELUKE Ø100 PPL;695;ST;;;
112099;46435786;SOTLUKERØR M/SKYVELUKE Ø130 PPL;740;ST;;;
112313;46435824;SOTLUKERØR M/SKYVELUKE Ø150 PPL;801;ST;;;
112915;46435915;SOTLUKERØR M/SKYVELUKE Ø180 PPL;901;ST;;;
113097;46436320;SOTLUKERØR M/SKYVELUKE Ø200 PPL;962;ST;;;
111669;48844842;SOTLUKERØR RUND LUKE Ø250 PPL;1002;ST;;;
120767;48611553;SOTLUKERØR SORT Ø150 PMV25;2475;ST;;;
120768;47285696;SOTLUKERØR SORT Ø150 PMV50;2441;ST;;;
116989;48844804;SOTLUKERØR SORT Ø200 PMS50;2870;ST;;;
141940;49591375;SOTLUKERØR Ø200 500MM GRÅ PMV50;2993;ST;;;
141941;49591386;SOTLUKERØR Ø200 500MM HVIT PMV50;2993;ST;;;
141939;49591360;SOTLUKERØR Ø200 500MM SORT PMV50;2993;ST;;;
100926;;SOTLUKERØR Ø350 BLANK ICS25;3205;ST;;;
135299;;"SPJELD 20"" MAGNUM";1441;ST;;;
135300;;"SPJELL 24""/MAGNUM 30""";1367;ST;;;
130659;;"SPJELL 30"" / MAGNUM 36""";1389;ST;;;
124953;;"SPJELL 33""/MAGNUM 42""";1482;ST;;;
124967;;"SPJELL 36"" / MAGNUM 48""";1529;ST;;;
940001520;48777835;SPRAYLAKK GRÅ;235;ST;;;
940002418;48777820;SPRAYLAKK HVIT;235;ST;;;
940001517;48777816;SPRAYLAKK SORT;235;ST;;;
147457;51258162;SPRAYLAKK SORT RADIUS/CURVE;288;ST;;;
135136;;STARTELEMENT M/TILLUFT Ø100MM Ø16 SV;573;ST;;;
135145;44011637;STARTELEMENT M/TILLUFT Ø100MM Ø20 SV;609;ST;;;
135138;45569281;STARTELEMENT M/TILLUFT Ø80MM Ø16 SV;573;ST;;;
137011;45569485;STARTELEMENT M/TILLUFT Ø80MM Ø20 SV;609;ST;;;
124086;;STARTKOBLING 130/0,6/316/BLANK/PMS25;333;ST;;;
149474;51914520;STARTKOBLING ISOLERT Ø150 GRÅ PMS25;773;ST;;;
149498;51914546;STARTKOBLING ISOLERT Ø150 GRÅ PMS50;886;ST;;;
149478;51914656;STARTKOBLING ISOLERT Ø150 HVIT PMS25;773;ST;;;
149502;51914694;STARTKOBLING ISOLERT Ø150 HVIT PMS50;886;ST;;;
149470;51914637;STARTKOBLING ISOLERT Ø150 SORT PMS25;773;ST;;;
149494;51914675;STARTKOBLING ISOLERT Ø150 SORT PMS50;886;ST;;;
149476;51914535;STARTKOBLING ISOLERT Ø200 GRÅ PMS25;881;ST;;;
149500;51914554;STARTKOBLING ISOLERT Ø200 GRÅ PMS50;934;ST;;;
149480;51914660;STARTKOBLING ISOLERT Ø200 HVIT PMS25;881;ST;;;
149504;;STARTKOBLING ISOLERT Ø200 HVIT PMS50;934;ST;;;
149472;;STARTKOBLING ISOLERT Ø200 SORT PMS25;881;ST;;;
149496;51914686;STARTKOBLING ISOLERT Ø200 SORT PMS50;934;ST;;;
142686;51920873;STARTKOBLING METEOR JUPITER GRÅ;830;ST;;;
142687;51920884;STARTKOBLING METEOR JUPITER HVIT;830;ST;;;
142685;51920865;STARTKOBLING METEOR JUPITER SORT;830;ST;;;
135903;;STARTKOBLING PEIS Ø200;1042;ST;;;
135904;;STARTKOBLING PEIS Ø250;1078;ST;;;
124116;51157377;STARTKOBLING RADIUS-CURVE GRÅ;830;ST;;;
124117;51157381;STARTKOBLING RADIUS-CURVE HVIT;830;ST;;;
124115;47713332;STARTKOBLING RADIUS-CURVE SORT;830;ST;;;
